"character" "dialogue"
"444" "LUKE" "I don't remember my mother. I never met her."
"445" "READ" "Luke, tell me. What's bothering you?"
"446" "LUKE" "Vader is here... now, on this moon."
"447" "READ" "How do you know?"
"448" "LUKE" "I felt his presence. He came for me. He can sense when I'm close. That's why I have to go. As long as I stay, I'm putting the group and our mission here at risk. I have to face him."
"449" "READ" "Why?"
"450" ​​"LUKE" "He's my father."
"451" "READ" "Your father?"
"452" "LUKE" "There is more. It won't be easy for you to hear, but you must. If I don't return, you are the only hope for the Alliance."
"453" "READ" "Luke, don't talk like that. You have a power that I... I don't understand and could never have."
"454" "LUKE" "You're wrong, Leia. You have this power too. In time you'll learn to use it like I do. The Force runs strong in my family. My father has... I have. it. .. and... my sister has it."
"455" "LUKE" "Yes. It's you Leia."
"456" "READ" "I know. Somehow... I always knew."
"457" "LUKE" "Then you know why I have to face him."
"458" "READ" "No! Luke, run away. If he can sense your presence, then leave this place. I wish I could go with you."
"459" "LUKE" "No, not you. You've always been strong."
"460" "READ" "But why must you confront him?"
"461" "LUKE" "Because... there's something good in him. I felt it. He won't hand me over to the Emperor. I can save him. I can bring him back to the good side. I have to try. "
"462" "HAN" "Hey, what's going on?"
"463" "READ" "Nothing. I - I just want to be alone for a while."
"464" "HAN" "Nothing? Come on, tell me. What's going on?"
"465" "READ" "I... I can't tell you."
"466" "HAN" "Did you tell Luke? Is that what you could tell?"
"467" "READ" "I..."
"468" "HAN" "Ahhh..."
"469" "HAN" "I'm sorry."
"470" "READ" "Hold me."
"471" "COMMANDER" "This is a rebel who has surrendered to us. Although he denies it, I believe there may be more of them, and I request permission to conduct a new search of the area."
"472" "COMMANDER" "He was armed with just that."
"473" "VADER" "Good work, Commander. Leave us. Conduct your search and bring your companions to me."
"474" "COMMANDER" "Yes, my Lord."
"475" "VADER" "The Emperor was waiting for you."
"476" "LUKE" "I know, Dad."
"477" "VADER" "So, you have accepted the truth."
"478" "LUKE" "I have accepted the truth that you were once Anakin Skywalker, my father."
"479" "VADER" "That name no longer has any meaning to me."
"480" "LUKE" "It's the name of your true self. You just forgot. I know there's something good in you. The Emperor hasn't completely taken it away from you. That's why you can't destroy me. . It's That's why you won't take me to your emperor now."
"481" "VADER" "I see you built a new lightsaber."
"482" "VADER" "Your abilities are complete. Indeed, you are powerful, as the Emperor predicted."
"483" "LUKE" "Come with me."
"484" "VADER" "Obi-Wan once thought like you."
"485" "VADER" "You do not know the power of the dark side. I must obey my master."
"486" "LUKE" "I will not turn... and you will be forced to kill me."
"487" "VADER" "If that is your destiny."
"488" "LUKE" "Search your feelings, father. You can't do that. I feel the conflict within you. Let go of your hatred."
"489" "VADER" "It is too late for me, son. The Emperor will show you the true nature of the Force. He is your master now."
"490" "LUKE" "So my father is really dead."
"491" "READ" "The main entrance to the control bunker is on the other side of the landing pad. This isn't going to be easy."
"492" "HAN" "Hey, don't worry. Chewie and I have gotten into a lot of places more heavily guarded than this."
"493" "READ" "What is he saying?"
"494" "THREEPIO" "He says there is a secret entrance on the other side of the ridge."
"495" "LANDO" "Admiral, we are in position. All fighters have been accounted for."
"496" "ACKBAR" "Continue countdown. All groups assume attack coordinates."
"497" "LANDO" "Don't worry, my friends are down there. They'll take down the shield in time... or this will be the shortest offensive ever."
"498" "ACKBAR" "All ships, prepare to jump to hyperspace on my mark."
"499" "LANDO" "Okay. Wait."
"500" "HAN" "Back door, huh? Good idea."
"501" "HAN" "It's just a few guards. It shouldn't be much of a problem."
"502" "READ" "Well, it only takes one to raise the alarm."
"503" "HAN" "Then let's do it very quietly."
"504" "THREEPIO" "Oh! Oh, my. Uh, Princess Leia!"
"505" "READ" "Silent."
"506" "THREEPIO" "I'm afraid our furry companion has gone and done something rather rash."
"507" "READ" "Oh no."
"508" "HAN" "There goes our surprise attack."
"509" "SCOUT" "Look! Over there! Stop him!"
"510" "HAN" "Not bad for a little furball. Only one left. You stay here. We'll take care of it."
"511" "THREEPIO" "I've decided we're going to stay here."
"512" "EMPEROR" "Welcome, young Skywalker. I have been waiting for you."
"513" "EMPEROR" "You don't need this anymore."
"514" "EMPEROR" "Guards, leave us."
"515" "EMPEROR" "I look forward to completing your training. In time you will call me Master."
"516" "LUKE" "You are gravely mistaken. You will not convert me like you did my father."
"517" "EMPEROR" "Ah, no, my young Jedi. You will discover that it is you who are mistaken... about many things."
"518" "VADER" "Your lightsaber."
"519" "EMPEROR" "Ah yes, a Jedi weapon. Much like your father's. By now you should know that your father can never be turned from the dark side. So it will be with you."
"520" "LUKE" "You're wrong. Soon I'll be dead... and you with me."
"521" "EMPEROR" "Perhaps you mean the imminent attack by your Rebel fleet."
"522" "EMPEROR" "Yes... I assure you that we are safe from your friends here."
"523" "LUKE" "Your overconfidence is your weakness."
"524" "EMPEROR" "Your faith in your friends is yours."
"525" "VADER" "It's useless to resist, my son."
"526" "EMPEROR" "Everything that happened was done according to my design. Your friends up there on the Sanctuary Moon..."
"527" "EMPEROR" "... are walking into a trap. Just like your Rebel fleet! I was the one who allowed the Alliance to know the location of the shield generator. A legion of my best troops awaits them."
"528" "EMPEROR" "Ah... I'm afraid the deflector shield will be quite operational by the time your friends arrive."
"529" "HAN" "Alright! Up! Move! Come on! Quick! Quick, Chewie."
"530" "READ" "Han! Hurry! The fleet will be here any moment."
"531" "HAN" "Charges! Come on, come on!"
"532" "THREEPIO" "Oh, my! They will be captured!"
"533" "THREEPIO" " Wa -wait! Wait, come back! Artoo, stay with me."
"534" "COMMANDER" "Stop! You rebel scum."
"535" "LANDO" "All wards report."
"536" "WEDGE" "Red Leader standing by."
"537" "GRAY LEADER" "Gray Leader standing by."
"538" "GREEN LEADER" "Green Leader standing by."
"539" "WEDGE" "Block S-foils in attack positions."
"540" "ACKBAR" "May the Force be with us."
"541" "LANDO" "We have to get some kind of reading on that shield, up or down. Well, how can they be hindering us if they don't know if we're coming."
"542" "LANDO" "Cut off the attack! The shield is still up."
"543" "RED LEADER" "I can't read it. Are you sure?"
"544" "LANDO" "Pull up! All vessels stop!"
"545" "ACKBAR" "Take evasive action! Green Group, stay near sector MV-7."
"546" "CONTROLLER" "Admiral, we have enemy ships in sector 47."
"547" "ACKBAR" "It's a trap!"
"548" "LANDO" "Fighters arriving."
"549" "REBEL PILOT" "There are too many of them!"
"550" "LANDO" "Accelerate to attack speed! Draw fire away from the cruisers."
"551" "CUNHA" "Copy, Gold Leader."
"552" "EMPEROR" "Come, boy. See for yourself."
"553" "EMPEROR" "From here you will witness the final destruction of the Alliance and the end of your petty Rebellion."
"554" "EMPEROR" "You want this, don't you? Hatred is growing in you now. Take your Jedi weapon. Use it. I am unarmed. Hit me with it. Give in to your anger. With each passing moment , you become more of my servant."
"555" "LUKE" "No!"
"556" "EMPEROR" "It is inevitable. It is your destiny. You, like your father, are now mine!"
"557" "STORMTROOPER" "Alright, move! I said move! Go ahead!"
"558" "THREEPIO" "Hello! I say, over there! Were you looking for me?"
"559" "BUNKER COMMANDER" "Get these two down here!"
"560" "STORMTROOPER" "Let's go!"
"561" "THREEPIO" "Well, they're on their way. Artoo, are you sure that was a good idea?"
"562" "STORMTROOPER" "Freeze! Don't move!"
"563" "THREEPIO" "We surrender."
"564" "THREEPIO" "Ohhh! Back off, Artoo."
"565" "READ" "The code has changed. We need Artoo!"
"566" "HAN" "Here is the terminal."
"567" "READ" "Artoo, where are you? We need you in the bunker immediately."
"568" "THREEPIO" "Going? What do you mean, you're going. But-- but going where, Artoo? No, what! Artoo! Oh, this is no time for heroism. Come back!"
"569" "LANDO" "Watch out, Wedge! Three from the top!"
"570" "WEDGE" "Red Three, Red Two, pull!"
"571" "RED TWO" "Got it!"
"572" "RED THREE" "Three of them coming, twenty degrees!"
"573" "WEDGE" "Cut to the left! I'll get the leader! They're heading for the medical frigate."
"574" "NAVIGATOR" "Pressure is stable."
"575" "LANDO" "Only the fighters are attacking. I wonder what those Star Destroyers are waiting for."
"576" "COMMANDER" "We are in attack position now, sir."
"577" "PIETT" "Wait here."
"578" "COMMANDER" "Are we not going to attack?"
"579" "PIETT" "I have my orders from the Emperor himself. He has something special planned for them. We just need to stop them from escaping."
"580" "EMPEROR" "As you can see, my young apprentice, your friends have failed. Now witness the firepower of this fully armed and operational battle station. Fire at will, Commander."
"581" "JERJERROD" "Fire!"
"582" "LANDO" "That explosion came from the Death Star! That thing is operational! Home One, this is the Gold Leader."
"583" "ACKBAR" "We saw it. All ships prepare to retreat."
"584" "LANDO" "You won't get another chance at this, Admiral."
"585" "ACKBAR" "We have no choice, General Calrissian. Our cruisers cannot repel firepower of this magnitude."
"586" "LANDO" "Han will have that shield down. We have to give him more time."
"587" "THREEPIO" "We're coming!"
"588" "HAN" "Come on! Come on!"
"589" "THREEPIO" "Oh, Artoo, quick!"
"590" "THREEPIO" "My God! Artoo, why did you have to be so brave?"
"591" "HAN" "Well, I suppose I could turn this thing on."
"592" "READ" "I've got your back."
"593" "LANDO" "Yes! I said closer! Get as close as you can and engage those Star Destroyers at point blank range."
"594" "ACKBAR" "At this range, we won't last long against those Star Destroyers."
"595" "LANDO" "We'll outlast the Death Star... and we can take some of them with us."
"596" "REBEL PILOT" "She's going to explode!"
"597" "Y-WING PILOT" "I've been hit!"
"598" "EMPEROR" "Your fleet has lost. And your friends on the moon of Endor will not survive. There is no escape, my young apprentice. The Alliance will die... as will your friends."
"599" "EMPEROR" "Good. I can feel your anger. I am defenseless. Take your weapon! Strike me down with all your hate, and your journey to the dark side will be complete."
"600" "WALKER PILOT #1" "Look!"
"601" "PILOT #2" "Get him out of there!"
"602" "HAN" "I think I got it. I did it!"
"603" "THREEPIO" "Oh, Princess Leia, are you okay?"
"604" "HAN" "Let's see."
"605" "READ" "Not bad."
"606" "STORMTROOPER" "Freeze!"
"607" "THREEPIO" "Oh, honey."
"608" "STORMTROOPER" "Don't move!"
"609" "HAN" "I love you."
"610" "READ" "I know."
"611" "STORMTROOPER" "Hands up! Get up!"
"612" "HAN" "Stay back."
"613" "HAN" "Chewie! Get down here! She's hurt! No, wait... I have an idea."
"614" "EMPEROR" "Good. Use your aggressive feelings, boy! Let the hate flow through you."
"615" "VADER" "Obi-Wan taught you well."
"616" "LUKE" "I'm not going to fight you, dad."
"617" "VADER" "You are reckless in lowering your defenses."
"618" "LUKE" "Your thoughts betray you, father. I sense the good in you... the conflict."
"619" "VADER" "There is no conflict."
"620" "LUKE" "You couldn't kill me before, and I don't believe you'll destroy me now."
"621" "VADER" "You underestimate the power of the dark side. If you do not fight, then you will meet your fate."
"622" "EMPEROR" "Good. Good."
"623" "LANDO" "Careful. Squadron at 0.06."
"624" "REBEL PILOT" "I'm on it, Gold Leader."
"625" "CUNHA" "Good shot, Red Two."
"626" "LANDO" "Now... come on, Han, old friend. Don't disappoint me."
"627" "HAN/PILOT" "It's over, Commander. The rebels have been defeated. They are fleeing into the forest. We need reinforcements to continue the pursuit."
"628" "CONTROL ROOM COMMANDER" "Send three squads to help. Open the back door."
"629" "SECOND COMMANDER" "Yes, sir."
"630" "HAN" "Throw me another load."
"631" "VADER" "You can't hide forever, Luke."
"632" "LUKE" "I'm not going to fight you."
"633" "VADER" "Give in to the dark side. It's the only way to save your friends. Yes, your thoughts betray you. Your feelings for them are strong. Especially for..."
"634" "VADER" "Sister! So... you have a twin sister. Your feelings have now betrayed you too. Obi-Wan was wise to hide her from me. Now his failure is complete. If you don't transform to the dark side, then maybe she will."
"635" "LUKE" "Never-rr!"
"636" "EMPEROR" "Good! Your hatred has made you powerful. Now, fulfill your destiny and take your father's place at my side!"
"637" "LUKE" "Never! I will never turn to the dark side. You have failed, Your Highness. I am a Jedi, like my father before me."
"638" "EMPEROR" "So be it... Jedi."
"639" "HAN" "Move! Move!"
"640" "ACKBAR" "Shield is down! Begin attack on the Death Star's main reactor."
"641" "LANDO" "We're on our way. Red Group, Gold Group, all the fighters follow me. I said they would do it!"
"642" "EMPEROR" "If you are not transformed, you will be destroyed."
"643" "EMPEROR" "Young fool... only now, at the end, do you understand."
"644" "EMPEROR" "Your weak abilities are no match for the power of the dark side. You have paid the price for your lack of vision."
"645" "LUKE" "Dad, please. Help me."
"646" "EMPEROR" "Now, young Skywalker... you are going to die."
"647" "CUNHA" "I'm going in."
"648" "LANDO" "Here goes nothing."
"649" "LANDO" "Now lock onto the strongest power source. It should be the power generator."
"650" "WEDGE" "Form up. And stay alert. We could run out of space very quickly."
"651" "LANDO" "Split up and head back to the surface. See if you can get some of those TIE fighters to follow you."
"652" "PILOT" "Copy, Gold Leader."
"653" "LANDO" "That was really close."
"654" "ACKBAR" "We have to give those fighters more time. Focus all fire on that Super Star Destroyer."
"655" "CONTROLLER" "Sir, we have lost our bridge deflector shield."
"656" "PIETT" "Increase the front batteries. I don't want anything to get through."
"657" "PIETT" "Intensify forward firepower!"
"658" "COMMANDER" "It's too late!"
"659" "VADER" "Luke, help me take off this mask."
"660" "LURE" "But you're going to die."
"661" "VADER" "Nothing can stop this now. Just for once... let me look at you with my own eyes."
"662" "ANAKIN" "Now... go, my son. Leave me."
"663" "LUKE" "No. You're coming with me. I can't leave you here. I have to save you."
"664" "ANAKIN" "You already have, Luke. You were right about me. Tell your sister... you were right."
"665" "LUKE" "Dad... I won't leave you."
"666" "CUNHA" "There it is!"
"667" "LANDO" "Alright, Wedge. Go to the power regulator in the north tower."
"668" "WEDGE" "Copy, Gold Leader. I'm leaving now."
"669" "ACKBAR" "Move the fleet away from the Death Star."
"670" "LANDO" "Cunha, I don't think we're going to make it."
"671" "WEDGE" "You'll make it. Just follow me Gold Leader."
"672" "LANDO" "I promised to return the ship without a scratch... I hope that old pirate forgives me."
"673" "HAN" "Lando..."
"674" "THREEPIO" "They did it!"
